text,sentiment
واش بعيد?,neu
واش سخون?,neu
واش نتسنّا?,neu
أش هادشي?,neu
منين نتا?,neu
فيناهوا?,neu
شكون فيهوم?,neu
كيداير ل جو,neu
أنا واجد,neu
شتّها,neu
واش مشا لحال,neu
ملّيت,neu
عيت,neu
خسّني نمشي,neu
ماعمّرني,neu
عندك لحقّ,neu
مانّساش لخير ديالك,neu
من القرون الوسطى,neu
طلع ب 20 درهم,neu
طلع عليا ب 30 درهم,neu
لي خدّامين معايا,neu
وجهة نضر,neu
عرفتي شنو,neu
مشا عليه لحال,neu
دوّز لوقت,neu
الله إزيّن يامك,neu
عطيه بتّيساع,neu
فوتها عليك,neu
أهلا!,neu
يالله رجعت.,neu
نهاري داز كي الزمر.,neu
التران كان معطّل و عرڭت.,neu
عاد شاف ديالي عيّط ليا ل بيرو ديالو باش إڭولّيا راه ماغايتزادنيش فلخلاص هاد لعام حيت شركة ماخداماش مزيان,neu
كانت صعيبة!,neu
لكليان كانو مبرزطين ليا راسّي لوقت كولّو.,neu
"زيد عليها, واحد لبرهوش جا و سبّني!",neu
ا رابّ لعالي!,neu
إمكن نخرجو نقسّيو,neu
واخا خسّني نكون تانفكّر نخبّي لفلوس ألا ماكانش غايزادني فلخلاص,neu
"أيه, نقدرو نخرجو نتغدّاو.",neu
"و لكن ألا كانو لفلوس هوما المشكل, إذن علاش عندنا عشا مڭادّ فدّار.",neu
همّمّ!,neu
واش كاتقصد طبصيل,neu
زوين بزّاف.,neu
و غانستمتعو بيها,neu
عزيز عليا لبطّ,neu
شي قرعة مبرّعة ديال لما تاتبان مزيانة.,neu
أش كاتقتارح?,neu
هادشي متالي!,neu
"و لكن ملّي نهار داز مشبّك عندنا بجوج, أش بالّيك نڭادّو شي ديسّير خاوار تاهوا?",neu
المذاق ديالو حسن دابا.,neu
هادشي زوين نيت!,neu
"من جيهتي, أنا غانطيّب شي طاجين خاوار!",neu
إمكن نجمعوه معا لاڭلاس,neu
"موهيم, خلّينا مانّساوش نديرو شوية ت الرياضة فوسط السيمانا باش نحيّدو هادشي كولّو.",neu
عظيم.,neu
تافقنا ... بصحّة!,neu
"بصحّة, بالفعل!",neu
"فؤاد, شحال من دقيقة باقية قبل مايوجد الديسير ديال طبلة ربعة?",neu
"وه... صراحة, عندي واحد المشكل أ الشاف ...",neu
ماعرفتش كيفاش نڭولها ليك ... و لكن لاوعلم إلا حرڭتو,neu
"درت داكشي لي ڭلتي ليا أشاف, و لكن ماردّيتش لبال للوقت و خليتو إتحرڭ",neu
كانضنّ هادا لوقت باش نبداو من جديد,neu
أه بدا مرة خرا.,neu
هادا الغلط التاني لي درتي ليوما و راه تعطّلتي على لخدمة.,neu
واش كاينا شي حاجة شاغلاك?,neu
"وايه, ل أمور ماشي على ما يرام هاد الساعة...",neu
"لكلب ديالي مريض, زيد عليها عندي بوجعران فلپرتمة!",neu
"و لكن ماكاين باس, دابا نڭادّ الديسير, و كانواعدك غانبدا نجي فلوقت و غانردّ لبال",neu
تقدر تعتامد عليا أ الشاف!,neu
صافي.,neu
و إمكن تهزّ شوية تشياطة تالماكلة ل لكلب ديالك.,neu
"نتا الله إعمّرها دار, شاف.",neu
"و لكن, راك عارف, السكر راه مامزيانش بزاف للكلاب.",neu
إقدر إزيد إمرض كتر!,neu
"أوه, واش إمكن ناخد طرف ت اللحم فبلاصتها?",neu
هيا مثالية ل عينين لكحلين.,neu
جرّب شي طرف من أحسن لحم عندنا.,neu
و لكن راه خس تكون صحيحة!,neu
بغيتيني نحبّ الوالدة ديالي?,neu
ولا هيا هي شي طريقة ديالها باش تجي وتشري لينا شوية تلّحم?,neu
كليان كتر غاتكون لقاضية مبرّعا.,neu
...لحم فوق عينيك,neu
"أوه, مزيان, ألا بغيتي!",neu
سموحات سيفطت ميساج بل غلط - هي زبل!,neu
تايبالّيا أنا هو لي خسّني نمشي!,neu
تهلّاو!,neu
حظ سعيد أ الشاف!,neu
هادشي بدا تايبان بحال ألا ماتانتحرّكوش.,neu
أش بالّيك?,neu
واش خسّنا ندوّرو?,neu
ندوّرو لمن?,neu
تايبالّيا غايجينا جواب أسرع من الناس لي فل إستقبال.,neu
ولا غي نورّكو على لبوطون ديال لالارم.,neu
"وايه, راه كنت تانفكّر فل بوطون ديال لالارم.",neu
ماعندي نمرة ديال تا واحد إقدر إعاونّا.,neu
"عاد زيد, ماكاينش لما.",neu
"باراكا عليا, دابا نورّك.",neu
"صراحة, راه كاين واحد الرقم فلتحت",neu
"تفو, ماعنديش الريزو ڭاع.",neu
و تيليفونك?,neu
ماشي حسن من ديالك.,neu
اللي نقدرو نديرو دابا هو نتسنّاو.,neu
"كان عندي اجتماع معا سكينة ف 2:00, و ماكانحملش نكون معطّل!",neu
"كنتي ف السادس, تانتا?",neu
"كانضنّ كان خص نحضر تانا, غير هو ماطلعاتش ليا فل برنامج ديالي.",neu
"ماكانحملش نتعطّل تانا, و لكن كانضنّ ماعندنا مانديرو.",neu
"وايه, هاد الاجتماع هنا, غايكون صعيب نديروه",neu
"موهيم, بالاك عليا, بحالا غانكونو فهادشي.",neu
"تأخير, أشنو هادشي تاني?",neu
كان صحابني غانهدرو على لعطلة.,neu
عادة كانخدم نهار لعيد حيت أنا ساكن ف مراكش قريب ل بيرو,neu
واش نتا ساكن ف كازا ولا العائلة ساكنة فشي بلاصة خرا فلبلاد?,neu
"سلام, بغيت شي حاجة قاسحة, لايحفضك.",neu
خسّني نسا ل أحاسيس ديالي!,neu
ويسكي?,neu
واش دوّزتي نهار خايب?,neu
"أه, ويسكي, ممتاز.",neu
يالاه حضرت لواحد لكسيدة.,neu
طوموبيل دخلات ف مول پيكالا.,neu
"يا لاطيف, كيولّا مول پيكالا?",neu
هاهوما واجدين ليك دابا أ الشاف.,neu
خدّمتينا باش نديرو واحد لخدمة,neu
وڭف تمّا!,neu
إوا يالّاه,neu
سمعني:,neu
هاني كانسمع,neu
غادي تعطيه ل إستقالة ديالك.,neu
من بعد غاتجمع حوايجك وتمشي هاد ليلة.,neu
ماباقيش بغيت نشوفك ف شركة ديالي مرة خرا.,neu
أبدا!,neu
"ألا بغيتيني نخرج من هنا, خسّك تجرّي عليا.",neu
هاد ليستا ڭاع مابغات تقادا,neu
حظ سعيد فاش هادشي إخرج ف صفحة لولة ديال جورنانات,neu
تايبانو بنان!,neu
مانڭدّش ناكلهوم!,neu
إقدر إكون مسموم!,neu
أنا خايف شي شوية.,neu
"ألا طاح الضلام و ماڭدّيناش نلقاو طريقنا, غادي نبدا نبكي!",neu
وايلي?,neu
واش كاتخاف من الضلام?,neu
أنا كاتجيني زويون.,neu
أيّ حاجة تقدر توقع!,neu
إوا والا جا شي ديب?,neu
عيط عليه,neu
عيط عليها,neu
عيط عليهوم,neu
واش كاضّنّ هادشي غايوقع?,neu
عزاز عليا لحيوانات!,neu
واش ماكايعجبوكش لكلاب?,neu
"لكلاب أه, و لكن الدياب لا!",neu
مزيان.,neu
ماغاناكلهمش.,neu
و لكن فين غانمشيو إذن?,neu
دابا ندپانيو فين نعسو ليوما.,neu
تحت النجوم!,neu
واش جبتي شي حاجة باش نشعلو العافية?,neu
عندي لوقيد!,neu
كانتمنّا مايضربناش لبرد.,neu
"كان كايسحابني غايكون ليوما مشمّش, شفتي.",neu
و لكن فلّيل غايكبر.,neu
شنو لي غايكبر?,neu
"مهم, أنا غادي نتجبّد ونشوف ف النجوم.",neu
"لا, قصدت ليل بارد على النهار.",neu
و غدّا غادي نلقاو طريق الرجوع.,neu
كانضنّ.,neu
ولا غادي نتوضّرو هنا إلى الأبد.,neu
معقولة.,neu
غانخلّي لغدا ديالي حتّا نكون فيا الجوع نيت.,neu
مابقيتيش خايف ولّا?,neu
"أوه, خسّك تكون ناعس دابا...",neu
فيناهيا لبصلا?,neu
أنا كانتسنّا لبصلا.,neu
ماخسّنيش نتسنّا!,neu
فوسط الشبكة لي محطوطا فوڭ التلّاجة,neu
غانمشي نجيبهوم ليك,neu
هاهيا لبصلة ديالك,neu
واش باقين خضرين?,neu
مايمكنش!,neu
قطّعهوم دابا و أنا غادي نوجّدهوم ليك.,neu
شناهوا الطلب لاخور?,neu
"غايخسّك تعلّم تصنّت ليا, ولا غادي نضبّر على واحد أخور.",neu
شنو لي تابع أ الشاف?,neu
لباقي ديال لخضرة راه واجدة باش تحطّ.,neu
ماتسخنهومش بزّاف.,neu
غادي إتحرڭو.,neu
واش تعلّمتي فين طيّب?,neu
ماغانخلّيش هادشي إتعاود عاوتاني.,neu
ردّ لبال ف السوڭان,neu
واخا ترجم ليا هادي,neu
صفرو مختلفة بزّاف على الرباط,neu
ماتهزّش لهمّ,neu
ممتاز,neu
كاتعجبو بزّاف,neu
عاونوني,neu
هاهو جاي قريبا,neu
عندو لحقّ,neu
هو مملّ بزّاف,neu
طلقنا!,neu
ماكانسمعكش,neu
ماعرفتش كيفاش نخدّمها,neu
ماكانحملهاش,neu
ماكانهضرش مزيان,neu
مابغيتهاش,neu
مابغيتش نبرزطك,neu
كانحسّ برّاحة,neu
"ألا بغيتي المعاونة ديالي, هي علمني",neu
كانخرج من لخدمة معا 6,neu
فيا الشقيقة,neu
كانتمنا ليك و لمادام رحلة سعيدة,neu
عرفت,neu
كاتعجبني,neu
غاندوّر ليك فاش نخرج,neu
دابا نرجع من بعد,neu
دابا نخلّص,neu
دابا نهزّها,neu
دابا ندّيك ل بلاكا ت الطوبيس,neu
توضرات ليا ل ماڭانا,neu
كانحبّك,neu
أنا مغريبي,neu
أنا كانصاوب بيتي,neu
جاني لبرد,neu
هاني جاي نهزّك,neu
أنا غانتحرّك,neu
أنا غانمشي,neu
"أنا بيخير, ونتا?",neu
أنا مجوّج,neu
أنا مازال مامستاعدّ,neu
أنا مامتأكدش,neu
فيا لعطش,neu
"أنا مشغول بزّاف, ماعنديش لوقت دابا",neu
خسّني نمشي ل الدار,neu
بغيت غير ناكول,neu
واش جميلة مغربية?,neu
واش هادشي كافي?,neu
كانضنّ راه مزيانة بزّاف,neu
كان كايسحابني لحوايج رخاص,neu
كتر من 2 كم,neu
كنت هنا شي يوماين هادي,neu
سمعت فرانسا بلاصة زوينا,neu
شفت هادشي من قبل,neu
كنت غادي نخرج من ريسطورة فاش جاو لعشران,neu
هير شوية,neu
خلّيني نفكّر فيها,neu
يالّاه نضربو طليلة,neu
يالّاه نترينيو على ل لونڭلي,neu
ممكن نهضر معا لا فتيحة لايخلّيك?,neu
كتر من هاكّا,neu
لمرة الجايّة,neu
"لا, شكرا",neu
تا حاجة خرا,neu
ماشي مؤخرا,neu
عافاك عمّري هاد الاستمارة,neu
عافاك ديني لهاد لادريسا,neu
لايخلّيك كتبها,neu
هير هنا,neu
هير تمّا,neu
نشوفوك غدّا,neu
نشوفوك فلّيل,neu
هيا زوينا,neu
زڭا,neu
ستاغلّ لفورصة,neu
ڭولّيا,neu
شكرا على كولّشي,neu
شكرا على المساعدة ديالك,neu
شكرا أ سيدي,neu
شكرا جزيلا,neu
هادشي كايبان عظيم,neu
هادشي كافي,neu
شي باس ماكاين,neu
هادا ماكان,neu
هادشي ريحتو خايبة,neu
هاشي خايب بزّاف,neu
هادشي فايت لقياس,neu
لكتاب راه تحت الطبلة,neu
هاهوما جايّين,neu
راهوم بحال بحال,neu
راهوم مشغولين,neu
هادشي ماخدّامش,neu
هادشي صعيب بزّاف,neu
هادشي موهيم بزّاف,neu
جرّبو,neu
"مبرّع, شكرا",neu
عاجبنا بزّاف,neu
نتي زوينا,neu
نتي دكية بزّاف,neu
نتا دكي بزّاف,neu
حوايجكوم كولّهوم هنا,neu
شي 300 كيلومتر هاكّاك,neu
واش غاي تعاونها?,neu
فاش من وقيتا?,neu
ممكن نشدّ موعد ل لاربع الجاي?,neu
واخا تعاودي هادشي عافاك,neu
واش هاد طريق غادية ل الداخلة,neu
واش عندك فلوس كافين,neu
واش كاتعرف تطيّب,neu
بغيتيني ندوز ليك نهزّك?,neu
من هنا ل لهيه,neu
وصلتي?,neu
فايت كنتي ف أڭادير,neu
كيغاندير باش نوصل تمّا,neu
كيندير ندوز ل شاريع محمد الخامس,neu
كيندير باش نوصل ل السفارة ديال لميريكان,neu
شحال تلوقت غادي تاخد ف طوموبيل,neu
شحال تلوقت باش توصل ل تطوان,neu
شحال تلوقت ف الطيارة,neu
كيداز ل فيلم?,neu
عندي سؤال بغيت نسوّولو ليك,neu
بغيت نسوولّك واحد سؤال,neu
غاناخد هادا تاهوا,neu
هاني جاي دابا,neu
أنا غادي ل الدار من دابا ربعيّام,neu
أنا غادي غدّا,neu
كانقلّب على لبوسطا,neu
واش هاد ستيلو ديالك,neu
كانتمنّا إكون عندي شي واحد,neu
شي وريقة ل قنيطرة لايخلّيك,neu
عافاك هضر بشوية,neu
عافاك ديني للمطار,neu
من هاد طريق,neu
الطيارة غاتقلّع معا 5,neu
وصلو لبارح,neu
دور علّيسر,neu
أشمن وقيتة غادي ل بلاكا ت طوبيس?,neu
إمتا وقع هادشي,neu
إمتا وصلتي ل سطات,neu
إمتا وصل,neu
إمتا كاتحلّ لبانكا,neu
إمتا كايتحرّك طوبيس,neu
إمتا غانوصلو,neu
منين هيا,neu
فين كاينا طواليت,neu
غادي تفكّرني?,neu
خود هاد 10 دراهم,neu
واش عندك الصرف,neu
عيّط ل لبوليس,neu
عندك شي حاجة رخيصة,neu
واش كاتقبل كارت بانكاير,neu
كيفاش غاتخلّص,neu
شحال ت الناس كاينين ف إفران,neu
بشحال كاتطلع فنّهار,neu
شحال دايرا,neu
شحال كاتسوا,neu
شحال كاتصوّر ت لفلوس,neu
بشحال غطّلع عليك لمشية ل ميريكان,neu
ماعنديش صاحبتي,neu
أنا مريزيرڤي,neu
غاناخد نفس لحاجا,neu
غانخلّص لعشا,neu
لعشا على حسابي,neu
عندي 26 عام,neu
خسّني نتريني على لونجلي,neu
هادشي مزيان?,neu
واش كاينا شي برا ليا,neu
هادي 10:30,neu
هادي التسعود و ربع,neu
سمح لينا ماكانقبلوش كارت بانكاير,neu
ديك ريسطورة ماغالياش,neu
هادشي غالي بزّاف,neu
كاين بنادم بزّاف هنا,neu
كايحسبو 260 درهم ل النهار,neu
شناهيا نمرا ت تيليفون,neu
فين إمكن نقطّع لوراق,neu
فين بغيتي نتلاقاو,neu
شكون فيهوم لي حسن,neu
معا 3 واقفا,neu
كون مهدّن,neu
واخا تقتارح عليا شي ريسطورة زوينا,neu
راهوا ف الكوزينة,neu
كايقرا ف جامعة محمد الخامس,neu
بشحال بعيدا,neu
بشحال بعيدا الڭويرة,neu
بغيت شامبر وحدة,neu
عزيز عليا نتفرّج ف تلفازا,neu
هادي 11 و نص,neu
قلّ من 5 درهم,neu
كتر من 5 درهم,neu
حدا سوپرمارشي,neu
مامتوقّعاش أنها طيح شتا ليوما,neu
هانيا,neu
وا سخون لحال نيت,neu
كنت غادي لمكتابا,neu
كنت فلمكتابا,neu
داري حدا ل بانكا,neu
حدا ل بانكا,neu
فل إطاج التاني,neu
علا برّا ديال لوطيل,neu
لكتاب راه مورا طبلا,neu
لكتاب راه قدام طبلا,neu
لكتاب راه قريب ل طبلا,neu
لكتاب راه حدا طبلا,neu
لكتاب راه فوڭ طبلا,neu
راه كاينين شي كتوبا فوق الطبلة,neu
راه كاين واحد لكتاب تحت طبلا,neu
شناهيا لادريسا,neu
فين أوا غادي,neu
فيناهيا,neu
شكون ربح,neu
واخا نشوف ل پاسّپور ديالك عافاك,neu
واش واخا نجرّبها,neu
واش واخا نڭلسو تمّا,neu
واش جيتي معا العائلة ديالك,neu
واش كاتعتاقد أنها ممكنة,neu
هاهيا نمرتي,neu
بغيت شوية تلما عافاك,neu
بغيت نكري شي طوموبيل,neu
بغيت نسيفط هادشي ل ميريكان,neu
بغيت نهضر معا المدير ديالك,neu
"عندي تلاتة ت الدراري, جوج بنات و ولد",neu
هاني جاي دغيا,neu
دابا ندوور من بعد,neu
دابا ندوور ليك نهار الجمعة,neu
دابا نقرّيك,neu
أنا بيخير,neu
بغيت نعطيك كادو,neu
راجل ولّا مرا,neu
تيليفوني ماكايشدّش الريزو مزيان,neu
تيليفوني ماخدّامش,neu
عافاك حيّد صبّاطك,neu
"سمح ليا, كانضنّ عندي نمرة غلط",neu
شنو سميّت شركة لي خدّام معاها,neu
شنو المشكل,neu
فين إمكن نلقا شي سبيطار,neu
فين كاينا أقرب ريسطورة,neu
فين كاين لفرماسيان,neu
شكون نتا,neu
شكون هادا,neu
واش واخا تدّيني ل دار,neu
بغيتي لما ولا لحليب,neu
رتاح.,neu
كون غير تيّقتينا كولّنا أننا غانديرو خدامينا غانكونو فعّالين كتر,neu
هادي ماشي بدية زينة ل نهار,neu
كلامك هو لكبير,neu
"عندي بزّاف مايدار ليوما, راك عارف لوقت مزير ف هاد ل پروجي",neu
نشوفو إلا طرات شي حاجة ب زربة,neu
كانتمنّا كون طلعت ف دروج,neu
بصح هاد ل پروجي معطل,neu
واش كادير الرياضة بزّاف?,neu
نتا كاضحك بزّاف,neu
كاتعصبني شي مرّات,neu
"كاين المئات ديال ناس خدّامين ف هاد شركة, واش ممكن نعرف فين جا ل بيرو ديال كولا واحد?",neu
كانقدّر هادشي,neu
"لموهيم, أنا ديما كانستعمل السانسور",neu
"و بحال شي معجزة, ماعمرو خسر و أنا فيه باقي",neu
حتال دابا,neu
و لكن كون ركّزتي على أنّك دير كونطرة ديال ل إسلاح مزيان معا المالين لاسّانصور كون ڭاع ما وسلنا ل هاد لحالا هادي,neu
"أيه, عرفت شحال من عام وانا كانجدّد ف هاد ل كونطرة",neu
"و لكن, راك عارف, لوقت ديالي عامر, ماكايكونش عندي لوقت باش نقابل هاد التفاصيل",neu
"واخا, كانهضرو, كانهضرو, و لكن هاحنا مازال واحلين",neu
غادي نورّك على ل بوطون ديال سوڤڭارد,neu
ورّكت على ل بوطون ديال ليرجونس نص ساعة هادي,neu
تاحاجة ما واقعة,neu
واش عندك ريزو ف تيليفونك?,neu
جرّبت ب تيليفوني ساعا تاهو مافيهش ريزو,neu
والا ديالي تاهوا,neu
"إوا, خاسنا نلقاو شي حل",neu
"واش كاتعرف كيفاش تغوت بجّهد, ولا تغنّي بجّهد",neu
طلعات ليا لقردة دابا,neu
"وايه, تانا, الصراحة",neu
"إلا كان خاسنا نبقاو هنا كتر, يمكن ليك تخدم",neu
"عندي غي كتابي, و قرّبت نساليه",neu
المهم نقدر نڭوليك أنّه مايمكنش نخدم هنا واخا ماعارفت أش,neu
"كان غادي يغوت عليا, بلا حتا احترام ل مدير ديالو",neu
تانا تشهيت نغوت,neu
واقيلا نديرها و شي واحد أيسمعنا و يجي يعتقنا,neu
"أيه, سير عالله, نجربو!",neu
ااااه,neu
"كاترعّد, ياك شي باسّ ماكاين?",neu
"تانا مسترسّي, فراسك واحد طيارة طاحت لبارح ف تكساس?",neu
إذن حنا ف نفس لحالا,neu
طبيب ديالي عتاني شي فانيد باش يكالميني ساعا بان ليا ما خدّامش,neu
شوف يديا كايترعدو تانا,neu
فكرة مزيانا!,neu
مسافر على ود لخدمة ولا عطلة?,neu
غادي نزور واحد الصديقة,neu
عالله تكون كاتسناني فاش نوصل.,neu
هالعار تالله,neu
"صديقة ديالك أتكون هنا فلغالب, علاش?",neu
"ماعادا إلا دارت شي كسيدة ب طوموبيل, بطبيعة لحال",neu
"كانتمنا مايطراش هادشي, و إلّا ماغاديش نعرف أش أندير",neu
أنكون بوحدي ف بلاد ماكانعرف فيها تاواحد,neu
و ماكانهدرش اللغة,neu
ماشي موشكيل,neu
أنا مخلوع,neu
بان ليا راك عارف لخارج حسن منّي,neu
جرحت ركبتي ب واحد لعرش و قمشت راسّي تاهوا,neu
هادشي محزن,neu
ماتهزش لهم,neu
العشوب غادي يعاونوك باش تبرا و تعاود توڭف على رجليك,neu
أنمشيو نجيبو هاد العشوب و نحاولو نصايبو بيهوم دوا,neu
ولا يمكن لينا نطلبو المساعدة ب شي عافية كبيرة,neu
عندك بزّاف ديال ل أفكار ليوما!,neu
و لكن بنتي ليا شوية ماشي واقعي,neu
"و لكن, أيه, العافية تقدر تنفعنا",neu
واش عندك شي أفكار خرين جاوك ف راسك?,neu
نقدرو نڭلسو هنا و نتسناو شي واحد يلقانا,neu
نقدر نتفرج فيك كاتشعل العافية,neu
دابا هادي فكرة مزيانا,neu
علاش لعداب?,neu
"ماعمرني غادي نجح, حسن ليا ندير بناقص من دابا",neu
كولكوم عندكوم القدرة باش تنجحو,neu
ماتفقدش ل أمل,neu
باش عرفتي هادشي?,neu
نتا ما داخلش ليا ل راسّي,neu
لوراق ديالك و ل أسئلة ديالك كايبينو أنّك دكي,neu
فالغالب كاتڭول هادشي ل كولشي,neu
"أنا زرڭ فالماط, زرڭ ف صيونص",neu
و يالّاه لصقت يدي ف طبلة فالحصة ديال تفتح لفنّي,neu
كاين واحد سطاج سيمانا جايا,neu
يمكن يفووج عليك,neu
يمكن ليك تسوول ڭاع ل أسئلة لي بقاو مورا ماتقرا هاد ل ويكند,neu
أش كاتقصد?,neu
شكون غادي نسول?,neu
محال حتا واش أيكون عندي شي سؤال حيت كانفهم غير شوية,neu
ڭاع ل أساتدة غادي يكونو موجودين,neu
بدا بل أسئلة البسيطة,neu
علاش أنا?,neu
بحال هاكّا?,neu
"و فوڭ هادشي, غادي تكون لحلوا ف هاد سطاج",neu
باش نبردو على راسنا ياك?,neu
"و, بلمعقول, واش عمرك بصح خدّمتي شي حاجة قريتيها فل قسم?",neu
واش نتا متأكد?,neu
ف إنا بلاصة فل مقرّر كايبان ليك راسك موضّر?,neu
منين نبدا?,neu
"حشمت شوية, و لكن ماعمرني كنت كانعرف مزيان ل جداول ضرب",neu
جداول الضرب?,neu
"أيه, عرفت فشكل هاد القضية",neu
و لكن ل أستادة ديالي ديك لوقت كانت كادوّز لوقت ديالها كامل كاتخيّط فلقسم و ماعمرها شرحات لينا شي حاجة,neu
"و دابا, شحال من عام من بعد, شوف فين أنا!",neu
إذن غادي ناخدو شوية ديال لوقت كولّا نهار السيمانة الجاية باش نراجعو جداول الضرب,neu
أشمن حوايج خرين فل مقرّر كايجيوك صعاب?,neu
تبغي دير هادشي معايا?,neu
"واو, نتا أوّل أستاد لي كايدير معايا شي حاجة مزيانة!",neu
عندي مشكل معا لفرونسي تاهيا!,neu
ماعمر باتفهم ليا ديك لڭرامّير,neu
لأستاد ديالي ديما كايڭوليا أنني كانهضر بحالا كانترجم كلمة ب كلمة,neu
و هادشي كاين صراحة...,neu
جرّبتي تستعمل شي پروڭرام ديال ترجمة فل پيسّي باش يعاون?,neu
كاينين شي پروڭرامات مجهدين ف هاد ضومين,neu
واش ماشي غش هادا?,neu
راه غادي يعيقو بيا إلا جبت معايا ل پيسّي للامتحان,neu
أشنو لي جابك هنا?,neu
"سلام, أيه ليوما الجو زوين",neu
كانخدم من الدار و مزيان لواحد يخرج يتلاقا معا بنادم حيت كئيبة ماتشوف تاواحد نهار كامل.,neu
هادي مافيها شك!,neu
أحسن طير ديال لما عندي هو الوز,neu
راهوم معشّشين هنا و بان ليا قريب يخرجو لفراخ ديالهوم من لبيض,neu
"أنا صحفي, مهنة وحدانية بزّاف.",neu
"أنا كانفضّل لبط, لوز شي مرّات كايكون قبيح",neu
و لكن بصح لفراخ زوينين,neu
"وايه, لوز كايكونو قباح شي مرّات",neu
"لبط زوينين, خصوصا الدكورا",neu
أش كادّير فالحياة?,neu
"صحفي, أتكون خدمة صعيبة, ياك?",neu
لاڤانتاج هو الحرية,neu
"كاين تكرفيس شي مرّات, خصوصا فاش كاتكون عندي بزّاف ديال لخدمة, و لكن إحساس زين فاش كاتشوف لمقال ديالك مطبوع.",neu
كاتنشر ب شي إسم مستعار ولا ب سميتك لحقيقيا?,neu
أيه كاينا.,neu
و يمكن ندير بريكولات ف الدار فاش كانكون كانكتب,neu
"كانخدم ب إسم مستعار, حيت كاين بزّاف ديال بنادم فشكل هنا",neu
كايحميني هادشي من لفضول فلي ريزو سوسيو,neu
أشنو كادير ف خدمتك بالضبط?,neu
كانصايب لوجيسيلات ل الشركات.,neu
غانتخصص ف الدكاء الاصطناعي,neu
و لكن كاندير حتا ديڤلوبمون ويب فيه الصرف,neu
أشناهوما لمواضيع لي كاتكتب عليهوم,neu
لخدمة ديالك كاتبان ليا ممتعة,neu
هادا موشكيل حقيقي,neu
"إلا بقينا هاكّا, غادي ندخلو ف شي حيط, مافيها شك",neu
غادي يخصني نخليكوم نتوما بجوج بوحدكوم,neu
تقادا ليا لخبز و مشا لحال.,neu
نهار كبير هادا,neu
شكرا على المحادتة,neu
"تانتا, نشوفوك",neu
كاتبان ليا ماشي هو هاداك,neu
كانحسّ براسّي ماشي هو هاداك,neu
واش نتا مهندس?,neu
"لا, و لكن لمهندسين لي كايصايبو طيارات عارفين أش كايديرو!",neu
و لپيلوطات,neu
و لكن واخا هاكّاك مازال هادشي كايخلع.,neu
واش عمرك ركبتي ف شي طيارة من قبل?,neu
"أيه, كانركب ف طيارة بزّاف.",neu
طل من شرجم.,neu
"شوف على منضر شحال زين, هاد لبحر ديال ضباب...",neu
بصح?!,neu
واو!,neu
سحاب زوين و لكن حنا لفوڭ بزّاف!,neu
بحر ديال سحاب نغرقو فيه,neu
"هادشي شاعيري لي كاتڭول, و لكن راه ماشي إجابي!",neu
"سمح ليا, غير مامولّفش نركب ف طيارة.",neu
12:30... مافهمتش,neu
"زعما, قبل مانوصلو ل أستراليا, مازال لينا غي شي 12 ولا 13 ل ساعا.",neu
"سكات, لا?",neu
12 ولا 13 ل ساعا?!,neu
واش كاتفلّا عليا?,neu
ياربي السلاما!,neu
غادي نموتو كاملين!,neu
هههه!,neu
عرفتي أنّه طول ديال رحلة ماكايبدّل والو.,neu
"إحصائيا, لكسايد كايطراو عادة فل إقلاع و لهبوط.",neu
الله يرحم لواليدين على المساعدة.,neu
غادي نهضر معا شي واحد لي مسوق بلمعقول,neu
اللي بان ليك.,neu
"سير, تبرّع معا راسك!",neu
"سلام ساندرا, بيت نسولك على شي حاجا على قبل الحصة الجاية.",neu
مايمكنش ليك تسولني دابا? محال نكون هنا فل الحصة الجاية,neu
"الجو زين, كايبان ليا أنّاخد شي كونجي.",neu
كاندكرك أنّا هاد الحصة ضرورية.,neu
غادي تمتعي بل جو من دابا شي سيمانات.,neu
"و لكن راه يمكن ليا نراجع برّا, ماكاينش لاش نبقا حاصلة هنا.",neu
و من فوق هادشي الجو يقدر يخسر.,neu
"خصوصا سيمانا جايا, محتاجك ديري واحد ل پرزنتاصيون على الموضوع لي عزيز عليك.",neu
و أشناهو الموضوع لي عزيز عليا ف ناضارك?,neu
"أنا متأكد, على حساب الذاكرة ديالك ف هاد الموضوع, أنّك عزيز عليك الموضوع ديال المستقبل ديال الدود.",neu
بغيت ڭاع تلامد يستافدو من الخبرة ديالك.,neu
واش كنتي كاتشرب?,neu
كاندكّرك أنّنا فلا فاك,neu
ماعندي ماندير بل أغاني ديال الدراري الصغار,neu
غادي يكون هادشي كوميك و غادي يجيب الانتباه ديال تلامد لخرين.,neu
الطلبة فالغالب كاينعسو إذن شي حاجا لي غادي تجبد الانتباه ديالهوم هيا لي خاصةنا.,neu
بان ليا دماغك ناشط.,neu
دابا نشوفو واش أيبقا هاكّا فلامتحان الجاي!,neu
"هاني كانعلمك, غادي نكتّر عليك طلبات.",neu
"تسنّط ليه, أيقدر يعجبك.",neu
ماكاضحكش بزّاف.,neu
"كانقدر النصيحة ديالك, و لكن كانفكرك أنّه أنا هو لأستاد, و نتا هو تلميد.",neu
إذن أنا هو لي كايعطي النصائح.,neu
"و دابا, كانصّحك تخدم مزيان و تجي سيمانا جايّا ب راپّور ل الزملاء ديالك.",neu
ما رتاحيتش ل لعرض ديالك.,neu
كايبان ليا حسن نحبسو هاد نقاش.,neu
